Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B;Measles;BMI;Polio;Diphtheria;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Kenya;Africa;2004;No;50,8;81;0,69;73;28;22,3;73;73;3,45;1160;35,64;8,7;8,6;5,7;53,5
Micronesia Fed Sts;Oceania;2000;No;30,8;37,8;2,23;87;65;28,8;85;85;0,17;2895;0,11;0,3;0,3;4,8;64,6
United Kingdom;Rest of Europe;2001;Yes;5,5;6,4;11,31;88;86;26,4;91;91;0,08;39888;59,12;0,7;0,5;11,8;78
Lithuania;European Union;2010;Yes;4,9;6;13,22;94;95;26,3;95;95;0,08;11107;3,1;2,8;2,8;11,6;73,3
Australia;Oceania;2012;Yes;3,6;4,3;10,03;91;91;27;92;92;0,05;55255;22,73;0,6;0,6;12,6;82
Barbados;Central America and Caribbean;2005;No;14,4;15,7;7,84;92;98;26,9;91;92;0,55;16952;0,28;4;4;9,2;77,9
Togo;Africa;2005;No;66,3;103,1;1,84;81;64;22,6;80;82;1,78;468;5,61;8,4;8,3;4,2;54,6
Uruguay;South America;2012;No;8,6;10;6,55;95;93;26,9;95;95;0,24;14541;3,38;1,5;1,5;8,5;77
Thailand;Asia;2012;No;10,6;12,4;7,1;98;91;24;99;99;0,2;5531;67,84;8;8,1;7,7;75
Georgia;Rest of Europe;2010;No;12,7;14,2;7,72;95;84;26,8;88;92;0,12;3101;3,79;2,6;2,8;12,2;71,5
Jordan;Middle East;2010;No;17,2;20,1;0,46;98;95;28,5;98;98;0,13;4644;7,26;3,8;3,8;9,8;73,4
Cameroon;Africa;2004;No;79,7;130,6;4,69;81;64;23,5;72;73;2,99;1224;17,26;7;7,1;5,1;52,3
Jamaica;Central America and Caribbean;2007;No;16,5;19,2;3,31;92;84;26,5;94;92;0,67;5308;2,77;1,9;1,7;8,4;74,1
Bolivia;South America;2006;No;40,8;52,9;3,13;83;83;25,4;82;83;0,19;2251;9,4;1,3;1,2;7,3;65,9
Belarus;Rest of Europe;2005;No;6,7;8,7;11,19;99;98;26;98;99;0,14;3880;9,66;2,3;2,5;9,3;68,9
Malta;European Union;2003;Yes;6,3;7,2;6,54;89;59;27;94;94;0,08;17747;0,4;0,7;0,7;8,5;78,5
Mali;Africa;2003;No;93,3;168,3;0,56;79;64;21,9;67;63;0,86;678;11,98;1,3;1,2;1,5;50,4
Vietnam;Asia;2013;No;17,8;22,2;2,68;59;65;21,5;93;59;0,13;2315;90,75;14,3;14,9;7,9;75
Kenya;Africa;2010;No;39,3;57,4;1,52;90;28;22,8;90;90;2,04;1326;42,03;8,2;8;6,1;61
Barbados;Central America and Caribbean;2006;No;14,3;15,6;8,12;84;94;27;85;84;0,52;17914;0,28;4;3,9;9,2;78
Algeria;Africa;2006;No;27,6;32,1;0,38;80;98;24,7;95;95;0,02;3760;33,64;6,1;6;7;73,5
Denmark;European Union;2003;Yes;4,5;5,4;11,53;88;88;25,1;96;96;0,04;49600;5,39;1,2;1;12,8;77,1
Malaysia;Asia;2009;No;6,9;8,1;0,5;96;95;24,9;97;97;0,18;7809;27,74;8,3;8,2;9,6;74,3
India;Asia;2008;No;49,4;64,6;1,92;29;33;21,2;69;70;0,12;1093;1200,67;27;27,9;5,2;65,8
Sao Tome and Principe;Central America and Caribbean;2000;No;54,3;82;5,07;70;71;23,5;87;82;1,31;1081;0,14;8;8,1;4,2;61,4
Barbados;Central America and Caribbean;2010;No;13,8;15;8,66;86;96;27,3;90;86;0,38;16784;0,28;3,8;3,8;9,4;78,4
Cameroon;Africa;2003;No;81,7;134;4,6;81;64;23,4;72;73;3,26;1175;16,8;7,2;7,3;5,1;51,9
Ukraine;Rest of Europe;2004;No;13;15,1;6,51;98;97;25,9;99;99;0,44;2065;47,45;2,7;2,8;10,7;68,2
Gabon;Africa;2003;No;50,2;77,8;6,41;70;64;24;44;45;3;7647;1,32;7,5;7,4;6,6;57,8
Germany;European Union;2003;Yes;4,1;5;11,92;90;83;26;96;97;0,08;34620;82,53;1,1;1,1;12,5;78,4
Sao Tome and Principe;Central America and Caribbean;2005;No;39,3;55,5;5,5;96;71;24;97;97;0,62;1206;0,16;7;7;4,5;64,7
Malawi;Africa;2001;No;92,9;160,5;1,3;79;64;21,8;86;90;8,8;273;11,43;7,9;7,7;3,1;45,2
Solomon Islands;Oceania;2003;No;24,9;29,8;1,2;79;65;25,2;84;84;0,17;1706;0,45;1,3;1,3;4,7;68,5
Guinea;Africa;2008;No;77,6;123,3;0,21;57;64;22,5;59;60;1,02;696;9,74;8,6;8,6;1,6;55,6
Barbados;Central America and Caribbean;2013;No;13,5;14,6;9,05;91;89;27,5;91;91;0,31;16232;0,28;3,8;3,8;10,5;78,6
Spain;European Union;2007;Yes;3,6;4,4;11,05;96;95;26,2;96;96;0,09;27219;45,23;0,6;0,5;9,1;80,9
St, Lucia;Central America and Caribbean;2007;No;16,4;18,8;12,59;99;83;28,2;99;99;0,4;10174;0,17;4,3;4,4;7,7;74,4
Kazakhstan;Asia;2005;No;27,3;31;6,57;94;96;25,8;99;98;0,07;7155;15,15;2,4;2,5;11,7;65,9
El Salvador;Central America and Caribbean;2002;No;24,7;29,6;2,85;81;81;26,2;81;81;0,37;3029;5,96;2;1,9;5,5;69,4
Australia;Oceania;2005;Yes;4,8;5,7;10,3;95;85;26,7;92;92;0,05;50333;20,39;0,7;0,6;11,7;80,8
Portugal;European Union;2001;Yes;5,1;6,6;12,63;70;56;25,6;96;97;0,22;19026;10,36;0,8;0,6;6,9;76,8
Eritrea;Africa;2010;No;39;55,1;1,13;95;88;20,5;95;90;0,25;654;3,17;8,9;8,8;3,9;62,2
Uzbekistan;Asia;2001;No;48,4;57,4;2,92;99;98;24,9;99;99;0,02;1313;24,96;3,4;3,3;9,2;67,4
Tajikistan;Asia;2007;No;41,7;48,8;0,54;84;90;24,8;85;86;0,1;699;7,06;3,8;3,8;10,5;67,4
Canada;North America;2013;Yes;4,8;5,5;8,2;55;86;26,9;91;91;0,1;42846;35,08;0,5;0,5;12,9;81,7
Uganda;Africa;2011;No;47;71,6;8,79;82;64;22;79;82;2,89;814;33,48;5,9;5,9;5,4;58,1
Slovenia;European Union;2009;Yes;2,8;3,4;10,52;88;98;26;96;96;0,03;20428;2,04;1,7;1,7;12,1;79
Djibouti;Africa;2008;No;65,9;81,2;0,49;88;82;23,8;89;89;0,5;1224;0,82;5,7;5,6;3,9;59,1
Antigua and Barbuda;Central America and Caribbean;2005;No;10,6;12,9;7,44;99;46;25,6;98;99;0,1;15122;0,08;3,5;3,4;9,1;75
Eswatini;Africa;2003;No;69,8;119,2;5,62;90;99;25,7;87;85;20,22;2662;1,02;8,2;8,4;3,4;43,4
Slovenia;European Union;2000;Yes;4,6;5,5;12,8;88;98;25,4;93;91;0,02;16241;1,99;2,2;2,3;11,6;75,4
Estonia;European Union;2013;Yes;2,8;3,6;17,75;93;92;26,3;94;94;0,08;16553;1,32;1,9;1,9;12,6;77,1
Kyrgyz Republic;Asia;2001;No;40,6;47,4;5,7;57;65;24,8;99;99;0,03;749;4,95;3,6;3,6;9,9;68,7
Mauritius;Africa;2013;No;13,1;15;3,17;98;85;25,1;98;98;0,81;8647;1,26;7;7;8,9;74
New Zealand;Oceania;2006;Yes;5,4;6,5;9,36;87;86;27,3;89;89;0,03;35625;4,18;0,3;0,3;11,7;80
Ghana;Africa;2007;No;52,1;78;0,67;94;55;23,4;94;94;1,15;1240;22,96;7,7;7,6;6,5;59,7
Afghanistan;Asia;2001;No;87,9;125,2;0,02;63;13;21,8;35;33;0,02;163;21,61;2,1;2,4;2,2;56,3
Ireland;European Union;2007;Yes;3,9;4,6;13,17;95;86;26,9;92;92;0,06;51625;4,4;0,3;0,2;11,9;79,6
Moldova;Rest of Europe;2000;No;26,2;31,5;6,76;92;92;25,9;97;95;0,23;1338;2,92;3,6;3,7;9;67
Rwanda;Africa;2000;No;109,5;185,2;8,71;91;87;20,9;90;90;3,17;345;7,93;7,6;7,7;2,3;48,6
Suriname;South America;2008;No;21,7;24,4;4,82;84;16;26;85;85;0,71;8445;0,52;3,5;3,4;7,7;69,9
Gambia;Africa;2007;No;50;83,8;3,19;97;64;23;94;95;1,37;686;1,64;8,8;8,7;2,5;58,7
Israel;Middle East;2000;Yes;5,6;6,9;2,58;98;97;26,1;93;93;0,08;28748;6,29;1,1;1,1;12;79
Solomon Islands;Oceania;2004;No;24,7;29,6;1,21;81;65;25,3;89;90;0,17;1774;0,46;1,3;1,3;4,8;68,8
Botswana;Africa;2011;No;41,1;51,9;6,24;95;84;24,2;96;95;7,61;5899;2,02;7,7;7,4;8,9;61,9
Brazil;South America;2004;No;23,5;26,5;6,7;96;68;25,2;99;99;0,25;7206;184,01;3,2;3,2;6,2;71,5
Brunei Darussalam;Asia;2006;No;7,7;9,5;0,63;99;94;25,9;94;97;0,1;35456;0,37;6,3;5,8;8,5;74,2
Moldova;Rest of Europe;2012;No;14,2;16,5;8,3;94;92;26,8;92;92;0,39;2374;2,86;2,7;2,9;11,4;70,6
Bhutan;Asia;2004;No;47,2;61,2;0,97;89;77;22,7;90;89;0,23;1410;0,64;18;18,8;2,3;64,5
Yemen Rep;Middle East;2015;No;46,1;60,7;0,03;69;95;23,7;63;69;0,03;1602;26,5;13,6;13,4;3;66,1
Eritrea;Africa;2013;No;35,8;49,5;1,03;94;88;20,6;94;94;0,16;761;3,34;8,6;8,4;3,9;63,7
Iraq;Middle East;2003;No;33,7;41,8;0,083;63;45;27,3;73;75;0,13;2352;25,64;5,5;5,2;5,5;68,6
Zambia;Africa;2015;No;46,9;67,7;3,5;90;47;22,5;90;90;4,48;1338;15,88;6,3;6,1;6,9;61,7
Madagascar;Africa;2001;No;64,9;100,8;1,05;61;64;20,7;60;60;0,03;501;16,26;8,6;8,5;5,2;59,1
St Vincent and the Grenadines;Central America and Caribbean;2002;No;19,1;21,9;5,21;99;83;25,7;99;99;0,4;5706;0,11;3,9;3,8;7,7;71
Kazakhstan;Asia;2015;No;10,6;11,9;3,33;98;98;26,3;98;98;0,14;10511;17,54;2,4;2,5;11,7;72
Denmark;European Union;2001;Yes;4,7;5,6;11,54;88;87;25;97;97;0,04;49470;5,36;1,3;1;11,4;76,8
Mauritius;Africa;2000;No;16,6;18,8;4,58;88;80;24,5;88;88;1,21;5534;1,19;8,1;8,1;6,2;71,7
Serbia;Rest of Europe;2015;No;5,4;6,3;7,2;94;86;26;95;95;0,02;5589;7,1;2;2;11;75,3
Peru;South America;2005;No;20,6;26,5;4,65;94;52;25,5;66;77;0,2;3868;27,87;1,3;1,3;8,7;72,9
Solomon Islands;Oceania;2013;No;20,5;24,2;0,94;94;65;26;85;94;0,17;2232;0,57;1,1;1,2;5,3;71,6
United Kingdom;Rest of Europe;2003;Yes;5,3;6,2;11,28;88;86;26,5;91;91;0,08;41598;59,65;0,7;0,5;12;78,4
Mauritania;Africa;2013;No;57,5;87,7;0;80;64;24,8;80;80;0,16;1470;3,82;8,1;7,9;4,1;63,4
Belgium;European Union;2011;Yes;3,6;4,4;10,14;97;83;26;98;98;0,08;39929;11,04;0,9;0,9;11,2;80,6
Paraguay;South America;2015;No;19;22,3;5,21;93;72;26,6;93;93;0,14;5414;6,69;2;1,9;8,5;73,7
Cuba;Central America and Caribbean;2009;No;5,2;6,5;3,97;96;95;25,2;99;96;0,15;6601;11,23;3,4;3,2;10,8;78,3
Malta;European Union;2011;Yes;5,8;6,6;6,89;82;85;27,1;96;96;0,08;20566;0,42;0,8;0,7;10,5;80,7
Kyrgyz Republic;Asia;2004;No;35,6;41,1;6,65;99;65;25,1;98;99;0,08;831;5,1;3,4;3,4;10,1;68,2
Belgium;European Union;2005;Yes;4;4,9;12,21;77;79;25,7;97;97;0,08;38426;10,48;0,8;0,8;10,7;79
Bulgaria;European Union;2001;Yes;13,8;16,7;11,07;93;85;25,3;94;94;0,02;3937;8,01;2,4;2,5;9,9;71,8
Slovenia;European Union;2001;Yes;4,3;5,2;11,58;88;98;25,4;93;92;0,02;16737;1,99;2,2;2,2;11,5;75,8
Guinea;Africa;2000;No;99,9;164,2;0,18;57;64;21,8;47;46;1,34;628;8,24;1,3;1,3;1,5;51,2
Bolivia;South America;2005;No;43,1;56,2;2,8;85;83;25,3;84;85;0,19;2186;9,23;1,3;1,2;7;65,3
Saudi Arabia;Middle East;2001;No;17,7;20,7;0,049;95;96;27,6;97;97;0,13;17032;21,2;7,3;7,3;6,8;72,8
Micronesia Fed Sts;Oceania;2015;No;24,2;28,9;1,59;78;65;29,6;71;72;0,17;2907;0,11;0,2;0,2;8;67,3
Morocco;Africa;2011;No;25,3;29,5;0,46;98;68;25,5;98;99;0,05;2631;32,78;6,3;6,2;4,4;74,7
Montenegro;Rest of Europe;2004;No;9,9;11,4;10,12;91;95;25,6;92;91;0,02;4819;0,61;2,3;2,4;10,4;73,4
Hungary;European Union;2012;Yes;4,8;5,7;11,13;88;99;27;99;99;0,08;11470;9,92;1,7;1,7;12,2;75,1
Benin;Africa;2000;No;85;136,8;1,44;73;83;22,1;78;78;1,03;906;6,87;9,7;9,6;2,6;55,4
Vanuatu;Oceania;2011;No;24,5;29,3;1,82;63;65;26;75;65;0,17;2867;0,24;1,5;1,4;6,7;69,3
Belize;Central America and Caribbean;2014;No;13,9;16,1;6,73;95;92;28,8;95;95;0,39;4770;0,35;3,4;3,4;10,5;73,8
Samoa;Oceania;2003;No;16,8;19,7;4,16;83;65;30,8;90;83;0,17;3590;0,18;0,2;0,2;9,2;69,8
Lesotho;Africa;2001;No;70,5;108,8;2,85;79;46;24,1;78;78;17,55;739;2,04;11,1;11,1;5;46,2
Singapore;Asia;2002;No;2,6;3,4;2,16;95;96;23,5;94;94;0,15;34599;4,18;2,1;2;9,5;78,6
Bolivia;South America;2001;No;53,1;71,3;2,19;77;83;24,8;71;71;0,22;2054;8,58;1,5;1,4;7,3;63,1
Russian Federation;Rest of Europe;2014;No;7,2;8,9;8,86;97;97;26,2;97;97;0,08;9521;143,82;2,3;2,3;11,9;70,7
Seychelles;Africa;2003;No;11,8;13,7;7,35;99;99;25,7;99;99;3,5;10198;0,08;6,1;6,5;7,6;71
Lebanon;Middle East;2012;No;8;9,3;1,24;81;68;27,3;80;81;0,04;8434;5,54;4,8;4,8;8,1;78,6
Chad;Africa;2012;No;80,6;139,8;0,63;40;64;21,7;51;40;0,54;738;12,78;9;8,9;2,1;51,9
Belgium;European Union;2008;Yes;3,8;4,6;10,51;98;81;25,9;99;99;0,08;40152;10,71;0,8;0,8;11;79,7
Dominican Republic;Central America and Caribbean;2004;No;30,1;36,9;5,31;82;83;25,3;66;79;0,79;4305;8,97;3,6;3,5;6,9;70,5
Botswana;Africa;2013;No;39,4;49,6;5,07;95;83;24,2;96;95;6,07;6705;2,06;7;6,7;9,1;65
Burkina Faso;Africa;2000;No;90,9;178,9;4,51;86;31;20,9;45;45;0,89;440;11,61;11,4;11,1;1,2;50,5
Brunei Darussalam;Asia;2012;No;8,2;10;0,96;99;96;26,7;92;99;0,1;34097;0,4;5,8;5,3;8,9;75
Botswana;Africa;2014;No;40,1;50,2;6,04;95;85;24,3;96;95;5,9;6896;2,09;6,7;6,4;9,2;66,3
United Kingdom;Rest of Europe;2014;Yes;3,9;4,5;9,45;88;86;27,1;95;95;0,08;44596;64,6;0,8;0,5;12,7;81,3
United States;North America;2014;Yes;5,9;6,9;8,78;92;86;28,8;93;95;0,12;55675;318,39;0,8;0,6;13,3;78,8
Cabo Verde;Africa;2002;No;26,3;31,6;3,87;40;96;23,5;92;91;0,39;2053;0,44;9,2;9,1;3,8;69,6
Luxembourg;European Union;2003;Yes;3,1;3,8;12,52;95;86;25,7;99;98;0,07;97598;0,45;1;0,9;10,9;77,7
Chile;South America;2006;No;7,6;9;7,33;95;95;27,1;94;94;0,15;10714;16,35;0,9;0,9;9,5;77,9
Cambodia;Asia;2008;No;43,2;51,3;1,35;91;49;21,4;91;91;0,22;867;13,88;11,2;11,4;3,9;65,4
Iceland;Rest of Europe;2005;Yes;2,6;3,2;7,05;88;90;25,8;95;95;0,03;48851;0,3;0,9;0,9;10;81,5
Myanmar;Asia;2004;No;59,1;79,7;0,64;74;63;21,6;92;82;0,49;481;48,56;13,3;13,6;3,5;61,3
Bulgaria;European Union;2009;Yes;9,3;11,1;10,53;96;93;25,9;94;94;0,03;6289;7,44;2;2,1;10,6;73,4
Russian Federation;Rest of Europe;2005;No;11,1;13,8;11,59;97;97;26;98;98;0,08;7323;143,52;2,4;2,7;11,4;65,5
Norway;Rest of Europe;2000;Yes;3,9;4,9;5,67;88;90;25,6;91;90;0,03;67438;4,49;0,8;0,7;12;78,6
Iran Islamic Rep;Middle East;2013;No;14,4;16,8;0,01;99;65;26;98;98;0,05;5157;76,48;8,2;8,3;9,8;75,2
Chad;Africa;2006;No;90,8;163,3;0,49;27;64;21,4;49;40;0,91;657;10,46;1,3;1,2;1,6;48,9
Liberia;Africa;2012;No;68,3;94,2;3,75;80;64;23,9;80;80;3,5;713;4,14;7;6,9;4,3;60,7
Yemen Rep;Middle East;2000;No;68,8;95;0,07;14;95;22,3;74;74;0,02;2384;17,41;14,1;14,1;1,2;60,7
Croatia;European Union;2012;Yes;4,4;5,2;10,58;98;97;26,9;96;96;0,02;11547;4,27;1,5;1,5;11;76,9
Liberia;Africa;2008;No;77,2;108,2;3,9;64;64;23,7;79;75;3,5;626;3,61;7,7;7,6;4;58,2
Iceland;Rest of Europe;2000;Yes;3,2;4,1;6,14;88;91;25,5;98;98;0,02;42175;0,28;1;0,9;9,4;79,7
Saudi Arabia;Middle East;2012;No;9,3;10,8;0;98;98;28,2;98;98;0,13;20250;29,15;7,5;7,4;9,4;74,3
Algeria;Africa;2004;No;30,1;35,1;0,45;81;94;24,6;86;86;0,02;3593;32,69;6,2;6,1;6,7;72,6
Haiti;Central America and Caribbean;2000;No;74,5;103,9;3,63;60;83;23,3;50;41;1,46;1316;8,46;4,8;4,8;3,8;57,1
Russian Federation;Rest of Europe;2002;No;13,8;17,2;10,87;81;93;25,8;97;97;0,08;5910;145,31;2,7;2,9;11,4;65,1
Micronesia Fed Sts;Oceania;2011;No;26,8;32,3;1,87;83;65;29,4;83;84;0,17;3167;0,1;0,2;0,2;7,4;66,6
Cameroon;Africa;2001;No;85,8;140,9;4,38;81;64;23,1;61;63;3,91;1124;15,93;7,5;7,7;4,9;51,2
Indonesia;Asia;2010;No;27,9;33,8;0,08;83;74;22,5;82;81;0,21;2720;241,83;1,6;1,5;7,4;69,2
Australia;Oceania;2013;Yes;3,5;4,1;10;91;92;27;91;91;0,05;55724;23,13;0,6;0,6;12,6;82,1
Egypt Arab Rep;Africa;2008;No;26;31,3;0,21;97;64;28,6;97;97;0,13;3291;79,64;3,1;3;6,2;70
Austria;European Union;2005;Yes;4,1;4,9;12,14;86;54;25,2;86;86;0,08;41281;8,23;1,7;1,9;9,9;79,3
North Macedonia;Rest of Europe;2009;No;9,7;11;3,67;95;97;26,2;96;96;0,08;4208;2,05;2,3;2,4;8,9;74,4
France;European Union;2007;Yes;3,2;4,4;12,95;42;64;25;99;98;0,11;36468;64,02;0,6;0,6;10,7;81,1
Samoa;Oceania;2014;No;16,1;18,7;2,05;56;68;32;76;63;0,17;3932;0,19;0,2;0,1;10,3;72,5
Angola;Africa;2013;No;63,7;98,5;7,67;77;64;23,1;48;77;1,12;3169;26,02;8,6;8,5;4,9;58,1
Bosnia and Herzegovina;Rest of Europe;2015;No;5,4;6,3;4,9;82;88;25,7;74;82;0,08;4730;3,43;2,3;2,3;9;76,9
China;Asia;2012;No;10,6;13,5;5,52;99;99;23,4;99;99;0,1;6592;1354,19;3,9;3,3;7,5;75
Benin;Africa;2014;No;64,4;99,8;1,53;78;83;23,4;71;78;0,39;1088;10,29;7,1;6,9;3,3;60,3
Ethiopia;Africa;2014;No;45,2;65,9;0,65;77;64;20,5;68;77;0,22;596;98,09;1,5;1,3;2,5;64,5
Mali;Africa;2010;No;76,7;130,3;0,6;72;64;22,6;77;73;0,52;732;15,05;8,8;8,5;2;55,3
North Macedonia;Rest of Europe;2000;No;14,3;16;4,49;72;97;25,6;96;95;0,08;3283;2,03;2,8;2,8;6,5;72,9
Uruguay;South America;2009;No;9,7;11,2;6,45;95;93;26,6;95;95;0,23;12496;3,35;1,5;1,5;8,4;76,6
Bangladesh;Asia;2009;No;40,7;51,8;0,003;97;59;21;97;97;0,01;932;145,92;19,1;19,7;4,8;69,5
South Africa;Africa;2009;No;38,4;60,3;7,25;74;63;26,9;75;76;10,13;5992;50,48;8,1;9,8;10,1;56,5
Comoros;Africa;2005;No;69,8;96,7;0,24;68;64;23,3;67;68;0,02;1182;0,61;7,5;7,4;3,1;60,1
Central African Republic;Africa;2012;No;94,5;136,2;1,96;47;64;22,6;47;47;1,59;576;4,44;8,7;8,6;3,8;48,6
South Africa;Africa;2005;No;49,4;78,8;7,17;79;48;26,6;75;79;11,43;5588;47,88;11,6;13,9;8,9;53,4
Ecuador;South America;2010;No;16,3;19;3,97;90;91;26,5;88;91;0,16;5324;15,01;1,3;1,2;7,9;75,1
Tunisia;Africa;2001;No;23,4;27,9;1,18;94;99;25,2;98;98;0,01;2965;9,79;6,5;6,4;5,1;73,4
France;European Union;2002;Yes;3,7;5,1;13,92;29;65;24,9;97;97;0,11;34152;61,81;0,7;0,6;10,1;79,3
Peru;South America;2014;No;12,7;16,4;5,51;88;44;26,4;78;88;0,12;6109;30,09;1,1;1,1;9,4;75,5
Brunei Darussalam;Asia;2015;No;8,8;10,6;0,67;99;97;27;99;99;0,1;31164;0,41;5,7;5,1;9;75,3
Ireland;European Union;2002;Yes;5,5;6,5;13,95;95;86;26,5;83;83;0,05;44919;3,93;0,3;0,3;11,2;77,6
Central African Republic;Africa;2003;No;107,7;164,2;1,61;45;64;21,8;44;47;3,29;442;3,88;1;1,1;3,1;44,2
Timor-Leste;Oceania;2001;No;80,6;102,1;0,5;75;64;20;50;55;0,04;1075;0,9;12,1;12,2;2,8;59,9
Cote d'Ivoire;Africa;2003;No;89,6;133,1;4,65;63;64;22,9;68;61;2,91;1567;17,6;7,5;7,5;3,5;49,6
Lesotho;Africa;2000;No;70;106,9;3,09;79;48;24;82;83;18,69;715;2,03;11,5;11,6;4,9;47,7
Trinidad and Tobago;Central America and Caribbean;2013;No;18,4;20,6;5,85;92;86;27,3;94;92;0,4;18441;1,35;5,8;6;10,8;72,6
Senegal;Africa;2003;No;59,2;107;0,19;87;33;22,3;73;73;0,59;1093;10,54;11,8;11,7;2,4;59,3
Bulgaria;European Union;2012;Yes;8,2;9,8;10,88;95;94;26,1;95;95;0,03;6694;7,31;1,9;1,9;10,8;74,3
United Kingdom;Rest of Europe;2015;Yes;3,8;4,5;9,59;88;86;27,1;96;96;0,08;45405;65,12;0,8;0,6;12,8;81
France;European Union;2012;Yes;3,1;4,1;12,22;78;72;25;99;99;0,1;36183;65,66;0,6;0,6;11;82
Portugal;European Union;2012;Yes;3;3,7;9,76;98;96;25,8;98;98;0,14;18655;10,51;0,7;0,5;8,5;80,4
Lesotho;Africa;2002;No;71,2;110,7;2,93;79;50;24,1;84;84;17,08;747;2,03;1,6;1,6;5,1;44,9
Guatemala;Central America and Caribbean;2008;No;30,8;37,8;2,1;95;83;25,8;96;95;0,13;3621;13,74;1,3;1,3;4,3;70,8
Slovak Republic;European Union;2010;Yes;5,8;7;10,16;99;97;26;99;99;0,01;14526;5,39;1,3;1,3;11,6;75,1
Sierra Leone;Africa;2001;No;135,6;219,4;3,98;71;60;22,1;38;38;1,57;364;4,75;1,1;1,2;2,4;40,4
Somalia;Africa;2012;No;91;147,8;0;42;64;22,9;47;42;0,13;331;12,72;6,8;6,7;2,1;54,7
Seychelles;Africa;2009;No;12;14;5,2;99;99;26,2;99;99;3,5;11973;0,09;5,8;6,2;8;73,1
Algeria;Africa;2007;No;26,4;30,7;0,34;90;95;24,8;95;95;0,02;3828;34,17;6;5,9;7,2;73,9
Niger;Africa;2015;No;51,8;93,8;0,12;65;64;21,8;83;65;0,06;484;20;9,6;9,4;1,8;60,6
Malta;European Union;2012;Yes;5,8;6,6;7,18;93;91;27,1;99;99;0,08;21222;0,42;0,8;0,7;10,8;80,7
Egypt Arab Rep;Africa;2003;No;32;39,4;0,14;98;64;28;98;98;0,13;2699;72,83;3,3;3,3;5,3;69,1
Libya;Africa;2012;No;12,9;15;0,01;98;97;27,7;98;98;0,09;12386;6,29;5,6;5,4;7,3;71,9
Armenia;Rest of Europe;2015;No;12,6;14,1;4,04;94;97;26,3;96;94;0,09;3607;2,93;2,1;2,2;11,6;74,5
Suriname;South America;2012;No;19,6;22;5,79;84;17;26,3;79;84;0,58;9502;0,54;3,5;3,4;7,9;70,9
Mexico;North America;2012;No;15,4;17,9;3,86;99;92;27,7;99;99;0,16;9280;117,27;1,6;1,5;8,6;75
Guinea-Bissau;Africa;2000;No;105;173,8;3,02;83;64;22,1;52;49;3,32;577;1,2;1,2;1,2;2,3;50,4
Fiji;Oceania;2005;No;19,7;23,1;2,03;99;74;26,7;97;96;0,04;4570;0,82;4,1;3,8;9,2;66,3
Qatar;Middle East;2009;No;8;9,4;1,09;99;99;28,4;98;99;0,05;59091;1,65;5;4,6;9,2;78,9
Bangladesh;Asia;2008;No;42,7;54,7;0,003;96;65;20,9;96;96;0,01;897;144,3;19,3;19,9;4,8;69,1
Philippines;Asia;2003;No;27,3;35,5;4,42;52;19;22,4;85;84;0,01;1931;83,05;1;9,7;8;68,9
Maldives;Asia;2012;No;10,4;12,1;1,23;99;99;24,9;99;99;0,17;8733;0,4;13,8;13,9;5,5;76,7
Uganda;Africa;2006;No;61,6;99,6;10,97;64;64;21,6;62;64;3,67;655;28,57;6,4;6,4;4,6;52,8
Bahamas;Central America and Caribbean;2005;No;14,4;16,8;9,83;93;83;27,1;93;93;0,66;35649;0,32;2,6;2,5;10,9;72
Malaysia;Asia;2007;No;6,9;8,1;0,46;96;92;24,7;97;97;0,19;7850;26,72;8,7;8,5;8,8;73,9
Togo;Africa;2012;No;55,2;83,5;1,13;84;64;23,2;84;84;0,87;519;6,77;7;6,8;4,4;58,7
Turkmenistan;Asia;2003;No;49,2;58,6;2,57;97;89;25;66;83;0,08;2398;4,66;3,5;3,4;9,9;64,4
Barbados;Central America and Caribbean;2003;No;14,3;15,7;7,51;91;71;26,7;90;89;0,58;16197;0,27;4,1;4,1;9,1;77,7
Azerbaijan;Asia;2009;No;34,7;39,9;1,92;74;83;26,3;84;81;0,1;5024;8,95;2,8;2,9;10,7;70,6
Czechia;European Union;2009;Yes;2,9;3,5;13,43;99;98;26,8;99;99;0,08;16161;10,44;1,9;2;12,3;77,1
Belarus;Rest of Europe;2013;No;3,5;4,6;12,58;98;99;26,5;98;98;0,23;6111;9,44;2;2;12;72,5
Luxembourg;European Union;2007;Yes;2,5;3,1;12,27;87;86;26;96;99;0,09;112418;0,48;0,9;0,9;11,7;79,4
Croatia;European Union;2002;Yes;6,6;7,7;13,88;96;98;25,8;95;95;0,02;9962;4,3;2;2;9,8;74,7
Bangladesh;Asia;2015;No;31;38,1;0,01;97;90;21,6;98;97;0,01;1248;156,26;17,9;18,3;5,2;71,5
Lao PDR;Asia;2009;No;54;71,7;5,25;67;65;22,1;67;67;0,17;1485;6,15;9,4;9,6;4,5;63,8
Niger;Africa;2004;No;82,3;181,5;0,096;72;64;21,1;45;43;0,29;398;13,13;12,1;12;1,3;52,7
Saudi Arabia;Middle East;2010;No;10,5;12,3;0;98;98;28,1;98;98;0,13;18568;27,42;7,3;7,4;8,9;73,9
