Country;Region;Year;Economy_status_Developed;Infant_deaths;Under_five_deaths;Alcohol_consumption;Hepatitis_B_alt;Measles_alt;Polio_alt;Diphtheria_alt;BMI;Incidents_HIV;GDP_per_capita;Population_mln;Thinness_ten_nineteen_years;Thinness_five_nine_years;Schooling;Life_expectancy
Germany;European Union;2006;Yes;3.8;4.6;11.76;elevada;alta;alta;alta;26.1;0.08;36699;82.38;1.1;1.1;13.6;79.1
Papua New Guinea;Oceania;2012;No;43;55.2;0.94;moderada;moderada;moderada;elevada;25.2;0.38;2266;7.63;1.3;1.3;4.2;62.6
Tonga;Oceania;2005;No;12.7;14.7;1.89;elevada;alta;alta;elevada;31.6;0.17;3875;0.1;0.1;0.1;9.2;69.8
Cambodia;Asia;2012;No;32.3;37.7;2.52;elevada;baixa;alta;elevada;21.8;0.12;993;14.78;11;11.2;4.5;67.5
Gambia;Africa;2005;No;53.1;91.5;3.31;alta;moderada;alta;alta;22.7;1.44;711;1.54;9.2;9.1;2.4;57.9
Bosnia and Herzegovina;Rest of Europe;2009;No;6.6;7.5;4.69;alta;elevada;alta;alta;25.3;0.08;4028;3.74;2.7;2.7;7.7;75.8
Djibouti;Africa;2010;No;62.5;76.6;0.48;elevada;elevada;elevada;elevada;23.9;0.43;1343;0.84;5.6;5.6;4;60.1
Ukraine;Rest of Europe;2006;No;12;14;7.42;alta;alta;alta;alta;26.1;0.35;2322;46.79;2.6;2.7;11.2;68.1
Eswatini;Africa;2001;No;69;115.8;6.7;elevada;alta;elevada;elevada;25.6;20.8;2477;1.01;9;9.2;3.7;45.8
Mongolia;Asia;2014;No;17.4;20.4;9.88;alta;alta;alta;alta;26;0.02;3860;2.94;2.2;2.3;10.1;68.9
Canada;North America;2004;Yes;5.3;6.1;7.8;baixa;elevada;alta;alta;26.6;0.1;37086;31.94;0.5;0.4;12;79.9
Costa Rica;Central America and Caribbean;2005;No;9.9;11.3;4.11;alta;elevada;alta;alta;26.3;0.15;8606;4.29;2;2;7.9;78.1
Vietnam;Asia;2001;No;22.6;28.5;0.76;elevada;moderada;alta;alta;20;0.25;1230;80.74;15.7;16.4;5.6;73.2
Slovenia;European Union;2013;Yes;2.3;2.8;9.53;elevada;alta;alta;alta;26.3;0.02;19922;2.06;1.4;1.4;11.7;80.3
Poland;European Union;2011;Yes;4.9;5.7;10.24;alta;alta;alta;alta;26.2;0.08;11369;38.06;2;2.2;12.3;76.7
Mozambique;Africa;2001;No;106.1;161;0.65;elevada;moderada;elevada;elevada;21.7;3.5;321;18.22;4.1;4;2.4;49.3
Philippines;Asia;2004;No;26.9;34.9;4.42;baixa;baixa;elevada;elevada;22.4;0.01;2018;84.71;1;9.7;8.6;69
New Zealand;Oceania;2002;Yes;5.8;7;9.09;elevada;elevada;elevada;alta;26.9;0.03;32657;3.95;0.3;0.3;11.6;78.8
Chad;Africa;2000;No;99.7;184;0.3;baixa;moderada;baixa;baixa;20.9;1.39;375;8.36;11.5;11.4;1.4;47.7
Sao Tome and Principe;Central America and Caribbean;2009;No;29.7;39.3;4.34;alta;elevada;alta;alta;24.4;0.36;1348;0.18;6.3;6.2;4.8;66.9
Australia;Oceania;2002;Yes;5;6;9.84;alta;elevada;alta;alta;26.4;0.04;47127;19.65;0.7;0.7;11.8;79.9
Montenegro;Rest of Europe;2015;No;3.3;4;8.49;elevada;alta;elevada;elevada;26.5;0.03;6517;0.62;1.8;1.8;11.3;76.4
Cambodia;Asia;2003;No;61.8;78;0.84;elevada;baixa;moderada;moderada;20.9;0.45;575;12.86;11.6;11.7;3.4;61.2
Gabon;Africa;2004;No;49;75.8;8.02;elevada;moderada;baixa;baixa;24.2;2.84;7507;1.35;7.4;7.2;6.8;57.9
Singapore;Asia;2006;No;2.3;2.9;1.55;alta;alta;alta;alta;23.5;0.14;44160;4.4;2.1;2;10.1;80.1
Fiji;Oceania;2012;No;20;23.5;2.43;alta;alta;alta;alta;27.3;0.11;4683;0.87;4;3.7;10.1;66.9
Greece;European Union;2015;Yes;3.8;4.4;6.68;alta;elevada;alta;alta;27.1;0.06;18084;10.82;0.8;0.7;10.6;81
Mongolia;Asia;2001;No;45.3;58.5;2.18;alta;alta;alta;alta;24.4;0.01;1624;2.42;2.5;2.6;8.3;63.3
Vietnam;Asia;2003;No;21;26.4;0.93;elevada;moderada;alta;alta;20.2;0.26;1372;82.3;15.6;16.2;6;73.7
Bosnia and Herzegovina;Rest of Europe;2004;No;7.9;9.1;4.38;alta;elevada;elevada;elevada;25;0.08;3371;3.76;3;3;7.3;75.1
Barbados;Central America and Caribbean;2004;No;14.4;15.7;7.43;alta;alta;alta;alta;26.8;0.57;16369;0.28;4.1;4;9.2;77.8
Lao PDR;Asia;2006;No;61.1;82.9;3.71;moderada;moderada;moderada;moderada;21.7;0.16;1253;5.85;9.9;9.9;4.3;62.2
Brunei Darussalam;Asia;2007;No;7.7;9.5;0.83;alta;alta;alta;alta;26;0.1;35065;0.37;6.2;5.7;8.6;74.4
Malta;European Union;2010;Yes;5.8;6.7;6.99;elevada;elevada;elevada;elevada;27.1;0.08;20558;0.41;0.8;0.7;10.3;81.4
Honduras;Central America and Caribbean;2004;No;25.5;30.6;2.83;alta;elevada;alta;alta;25.3;0.22;1913;7.28;2.6;2.5;4.6;71.8
Switzerland;Rest of Europe;2012;Yes;3.8;4.4;9.87;elevada;elevada;alta;alta;25.1;0.06;82800;8;0.5;0.3;13.4;82.7
Tajikistan;Asia;2004;No;50.4;60.1;0.7;elevada;alta;elevada;elevada;24.5;0.03;602;6.66;3.9;3.9;10.5;65.3
Bangladesh;Asia;2013;No;34;42.2;0;alta;elevada;alta;alta;21.4;0.01;1130;152.76;18.3;18.8;5.1;70.9
Philippines;Asia;2005;No;26.4;34.2;4.19;baixa;baixa;alta;elevada;22.5;0.01;2078;86.33;1;9.7;8.7;69.1
Kyrgyz Republic;Asia;2014;No;20.9;23.5;6.18;alta;moderada;alta;alta;26.4;0.13;1102;5.84;3.3;3.4;10.8;70.4
Lebanon;Middle East;2001;No;16;18.7;2.32;elevada;baixa;elevada;elevada;26.4;0.02;6712;3.99;4.9;4.7;7.5;75
North Macedonia;Rest of Europe;2014;No;9.9;11.2;3.56;alta;alta;alta;alta;26.6;0.08;4687;2.07;2.2;2.2;9.5;75.5
Botswana;Africa;2005;No;38.9;67;6.38;alta;elevada;alta;alta;23.9;11.63;4986;1.8;1;9.9;8.3;52.1
Russian Federation;Rest of Europe;2010;No;8.3;10.4;10.82;alta;alta;alta;alta;26.1;0.08;8755;142.85;2.3;2.5;11.5;68.8
Uruguay;South America;2005;No;12.5;14.4;6.26;alta;alta;alta;alta;26.3;0.19;10170;3.32;1.6;1.6;8;75.8
Slovak Republic;European Union;2002;Yes;7.6;9.1;11.16;alta;alta;alta;alta;25.6;0.01;9641;5.38;1.5;1.6;10.3;73.6
New Zealand;Oceania;2007;Yes;5.3;6.4;9.2;elevada;elevada;elevada;elevada;27.4;0.04;36363;4.22;0.3;0.3;11.8;80.2
North Macedonia;Rest of Europe;2010;No;9.2;10.4;3.53;alta;alta;alta;alta;26.3;0.08;4340;2.06;2.3;2.3;9.1;75
Jamaica;Central America and Caribbean;2011;No;15.1;17.5;2.99;alta;moderada;alta;alta;27.1;0.57;4946;2.83;1.8;1.7;9;74
Bolivia;South America;2015;No;25.4;31.3;3.15;alta;elevada;alta;alta;26.4;0.15;3036;10.87;1.2;1.1;8.7;70.3
Myanmar;Asia;2010;No;48.8;63.7;0.97;alta;elevada;alta;alta;22.1;0.34;903;50.6;13.1;13.3;4.1;63.5
Slovak Republic;European Union;2005;Yes;6.8;8.2;11.06;alta;alta;alta;alta;25.7;0.01;11426;5.37;1.4;1.5;10.8;73.9
Azerbaijan;Asia;2013;No;26.7;30.3;0.52;alta;alta;alta;alta;26.7;0.06;5426;9.42;2.8;2.8;10.8;71.8
Papua New Guinea;Oceania;2002;No;52.1;68.8;0.58;moderada;moderada;moderada;moderada;24.3;0.64;1801;6.1;1.5;1.5;3.4;59.7
Tonga;Oceania;2010;No;11.3;13.2;1.24;elevada;alta;alta;elevada;31.8;0.17;3769;0.1;0.1;0.1;10.7;70.1
El Salvador;Central America and Caribbean;2001;No;26;31.3;2.76;elevada;elevada;alta;alta;26.1;0.39;2999;5.93;2.1;2;5.3;69.2
Ireland;European Union;2015;Yes;3.2;3.7;10.81;alta;elevada;alta;alta;27.4;0.07;62012;4.7;0.3;0.2;12.3;81.5
Canada;North America;2005;Yes;5.2;6.1;8;baixa;elevada;alta;alta;26.6;0.1;38573;32.24;0.5;0.4;12.2;80.2
Mongolia;Asia;2000;No;48.6;63.5;2.15;alta;elevada;alta;alta;24.3;0.01;1592;2.4;2.6;2.6;8.2;62.9
Croatia;European Union;2014;Yes;4.3;5;9.5;alta;alta;alta;alta;27.1;0.02;11544;4.24;1.5;1.5;11.1;77.5
Venezuela;South America;2002;No;17.4;20.3;6.99;moderada;elevada;elevada;moderada;26.3;0.4;3701;25.1;1.7;1.7;6.8;72.5
Switzerland;Rest of Europe;2009;Yes;4;4.6;10.15;elevada;elevada;alta;alta;25.1;0.06;80262;7.74;0.5;0.4;13.3;82
Burkina Faso;Africa;2005;No;80.8;153.1;5.87;elevada;baixa;alta;elevada;21.4;0.58;518;13.42;1.3;9.8;1.3;53.3
Lesotho;Africa;2013;No;71;92.6;2.55;alta;elevada;alta;alta;24.8;11.55;1109;2.03;6.1;5.9;6;48.7
Colombia;South America;2012;No;14.7;17.1;4.37;alta;elevada;alta;alta;25.9;0.21;5631;46.08;2.1;1.9;7.6;75.9
Morocco;Africa;2009;No;28.4;33;0.53;alta;elevada;alta;alta;25.3;0.05;2473;31.93;6.4;6.2;4.2;74
Austria;European Union;2000;Yes;4.6;5.5;13.35;baixa;baixa;elevada;elevada;25;0.08;38843;8.01;1.7;1.9;9;78.1
Chile;South America;2011;No;7.3;8.5;7.02;alta;elevada;alta;alta;27.5;0.18;12339;17.23;0.8;0.8;9.8;79
Niger;Africa;2008;No;67.9;139.3;0.11;elevada;moderada;moderada;moderada;21.4;0.14;432;15.25;11.2;11;1.4;55.8
El Salvador;Central America and Caribbean;2006;No;20.2;23.8;2.67;alta;elevada;alta;alta;26.7;0.28;3262;6.08;1.8;1.7;6.4;70.3
France;European Union;2004;Yes;3.4;4.8;13.14;baixa;moderada;alta;alta;25;0.11;34900;62.7;0.6;0.6;10.3;80.2
Nicaragua;Central America and Caribbean;2001;No;29.9;36.5;3.48;elevada;elevada;elevada;elevada;25.9;0.14;1466;5.15;2.2;2.1;5.2;69.9
Dominican Republic;Central America and Caribbean;2007;No;29.3;35.7;5.92;elevada;elevada;elevada;elevada;25.6;0.65;5309;9.34;3.4;3.4;7.2;71.3
North Macedonia;Rest of Europe;2008;No;10.3;11.7;4.02;alta;alta;alta;alta;26.1;0.08;4231;2.05;2.4;2.4;8.7;74.4
Kuwait;Middle East;2012;No;8.2;9.6;0;alta;alta;alta;alta;29.2;0.13;33455;3.35;3.4;3.3;7.2;74.7
Samoa;Oceania;2006;No;16.5;19.3;3.52;baixa;baixa;baixa;baixa;31.1;0.17;3955;0.18;0.2;0.2;9.5;70.6
United Arab Emirates;Middle East;2004;No;8.6;10.1;1.59;alta;alta;alta;alta;27.5;0.13;57910;4.07;5.2;4.9;8.9;75.2
Uzbekistan;Asia;2007;No;32.2;37;1.75;alta;baixa;alta;alta;25.6;0.14;1787;26.87;3.1;3.1;10.1;68.9
Croatia;European Union;2015;Yes;4.2;4.9;9.64;alta;alta;alta;alta;27.3;0.02;11933;4.2;1.5;1.4;11.2;77.3
Malta;European Union;2009;Yes;5.9;6.7;7.1;elevada;elevada;elevada;elevada;27.1;0.08;19574;0.41;0.8;0.7;10.2;80.2
Estonia;European Union;2014;Yes;2.6;3.3;17.29;alta;alta;alta;alta;26.3;0.08;17097;1.31;1.9;1.9;12.6;77
Bahamas;Central America and Caribbean;2006;No;14.3;16.7;9.82;alta;elevada;alta;alta;27.2;0.59;35863;0.33;2.5;2.5;10.9;72
Botswana;Africa;2000;No;45.2;80.5;5.38;elevada;elevada;alta;alta;23.6;19.66;4569;1.64;12.3;12.2;7.6;50.6
Sri Lanka;Asia;2007;No;11;12.8;2.29;alta;alta;alta;alta;22.2;0.02;2543;19.84;15.4;15.5;10.6;75
Netherlands;European Union;2006;Yes;4.3;5.1;9.58;elevada;alta;alta;alta;25.4;0.06;43592;16.35;1;1;11.8;79.7
Sri Lanka;Asia;2010;No;9.8;11.4;2.31;alta;alta;alta;alta;22.5;0.01;2950;20.26;15.3;15.3;10.8;75.4
Tonga;Oceania;2009;No;11.5;13.4;1.08;elevada;alta;alta;elevada;31.8;0.17;3742;0.1;0.1;0.1;10.4;70
Malaysia;Asia;2008;No;6.9;8.1;0.5;alta;alta;alta;alta;24.8;0.18;8074;27.24;8.5;8.3;9.4;74.1
Nicaragua;Central America and Caribbean;2004;No;26;31.3;3.75;elevada;elevada;elevada;elevada;26.2;0.13;1529;5.36;2.1;2;5.4;70.9
Armenia;Rest of Europe;2003;No;23.3;26.3;3;alta;alta;alta;alta;25.8;0.08;1856;3.02;2;2.1;10.8;72.3
St Vincent and the Grenadines;Central America and Caribbean;2006;No;18.8;21.3;6.22;alta;elevada;alta;alta;26.1;0.4;6918;0.11;3.7;3.6;8;71.4
Eritrea;Africa;2001;No;53.8;81.1;0.67;elevada;elevada;elevada;elevada;20.2;0.59;870;2.37;1;1;3.7;55.9
Bangladesh;Asia;2006;No;47;61;0.003;elevada;moderada;alta;alta;20.7;0.01;809;140.92;19.7;2.3;4.6;68.2
Malawi;Africa;2014;No;39.2;57.6;2.01;alta;moderada;elevada;alta;22.8;2.95;381;16.29;6.5;6.3;4.4;61
Kyrgyz Republic;Asia;2015;No;19.9;22.3;5.37;alta;moderada;alta;alta;26.5;0.12;1121;5.96;3.3;3.4;10.8;70.7
Nigeria;Africa;2013;No;81;129.4;4.45;baixa;moderada;baixa;baixa;23.1;0.62;2597;171.77;1.4;1.2;5.9;52.2
Austria;European Union;2009;Yes;3.7;4.5;11.87;elevada;moderada;elevada;elevada;25.4;0.08;42655;8.34;1.7;1.9;11.7;80.3
Serbia;Rest of Europe;2007;No;7;8.1;9.42;alta;alta;alta;alta;25.6;0.02;4968;7.38;2.4;2.4;10.2;73.6
Honduras;Central America and Caribbean;2012;No;18.4;21.5;2.71;alta;elevada;alta;alta;26.3;0.07;2207;8.64;2.2;2.1;5.5;73.8
Dominican Republic;Central America and Caribbean;2006;No;29.5;36;5.84;elevada;elevada;elevada;elevada;25.5;0.7;5007;9.22;3.5;3.4;7.1;71
Zambia;Africa;2012;No;49.1;74.7;2.78;elevada;baixa;elevada;elevada;22.3;5.26;1298;14.47;6.5;6.3;6.7;58.5
Brunei Darussalam;Asia;2014;No;8.6;10.4;0.67;alta;alta;alta;alta;26.9;0.1;31679;0.41;5.7;5.2;9;75.2
Ethiopia;Africa;2007;No;62.8;97;0.31;baixa;moderada;moderada;moderada;20.2;0.52;363;80.67;11.3;11;2.1;58.5
Sao Tome and Principe;Central America and Caribbean;2010;No;27.6;36.1;5;alta;elevada;alta;alta;24.4;0.31;1402;0.18;6.1;6;4.9;67.4
Switzerland;Rest of Europe;2015;Yes;3.7;4.3;9.62;elevada;elevada;alta;alta;25.2;0.05;84776;8.28;0.4;0.3;13.4;82.9
Albania;Rest of Europe;2014;No;8.8;9.9;4.1;alta;alta;alta;alta;26.5;0.03;3856;2.89;1.2;1.3;9.7;77.8
Kiribati;Oceania;2002;No;50;65.5;0.51;elevada;baixa;alta;elevada;28.9;0.17;1537;0.09;0.2;0.2;7;63.7
Kiribati;Oceania;2012;No;47.8;62.1;0.38;alta;elevada;alta;alta;29.7;0.17;1415;0.11;0.1;0.1;7.9;66.4
Cameroon;Africa;2012;No;64.2;101.3;6.42;elevada;moderada;elevada;elevada;24.1;1.55;1278;21.49;5.9;5.9;5.7;56.1
Lao PDR;Asia;2014;No;43.8;56.3;6.74;elevada;moderada;elevada;elevada;22.7;0.16;2025;6.64;8.9;9;5;66.1
Guatemala;Central America and Caribbean;2015;No;23.7;28.3;1.65;elevada;elevada;moderada;elevada;26.5;0.03;3995;15.57;1.2;1.2;6.3;73.3
Algeria;Africa;2003;No;31.3;36.5;0.33;elevada;alta;elevada;elevada;24.5;0.01;3490;32.26;6.3;6.1;6.5;72.1
Moldova;Rest of Europe;2009;No;15;17.4;6.24;elevada;alta;elevada;elevada;26.6;0.43;2103;2.86;2.9;3.1;11;69.1
Estonia;European Union;2003;Yes;6.7;8.5;11.64;alta;alta;alta;alta;25.7;0.08;12362;1.37;2.2;2.3;11.9;71.3
Qatar;Middle East;2015;No;6.7;7.8;1.03;alta;alta;alta;alta;29.1;0.06;63039;2.57;5.2;4.9;9.8;79.8
Madagascar;Africa;2000;No;67.5;105.4;1.17;moderada;moderada;moderada;moderada;20.6;0.02;488;15.77;8.7;8.6;5.2;58.5
Egypt Arab Rep;Africa;2010;No;24;28.7;0.21;alta;moderada;alta;alta;28.8;0.13;3485;82.76;3;2.9;6.5;70.3
Guyana;South America;2005;No;33.4;41.4;5.84;alta;elevada;alta;alta;25.2;0.85;3944;0.75;5.7;5.5;7.9;66.7
Tajikistan;Asia;2009;No;38.1;44.3;0.66;alta;alta;alta;alta;25.1;0.17;752;7.36;3.7;3.8;10.9;68.4
Mauritania;Africa;2015;No;55;82.7;0;elevada;moderada;moderada;elevada;24.9;0.15;1524;4.05;7.8;7.5;4.3;63.9
Kazakhstan;Asia;2012;No;14.6;16.3;3.73;alta;alta;alta;alta;26.1;0.13;9824;16.79;2.4;2.5;11.5;69.5
Papua New Guinea;Oceania;2001;No;52.8;69.9;0.65;moderada;moderada;moderada;moderada;24.2;0.61;1842;5.97;1.5;1.5;3.3;59.5
Guinea-Bissau;Africa;2009;No;75.9;120.2;2.89;elevada;moderada;elevada;elevada;23;2.55;574;1.48;8.3;8.1;2.5;54.1
Bahrain;Middle East;2002;No;10;11.6;1.87;alta;alta;alta;alta;25.4;0.05;22258;0.74;6.2;5.9;8.4;74.8
Norway;Rest of Europe;2013;Yes;2.4;2.9;6.21;elevada;alta;alta;alta;26.5;0.04;73047;5.08;0.8;0.7;12.7;81.8
Sri Lanka;Asia;2003;No;13;15.1;1.69;elevada;alta;alta;alta;21.8;0.02;2037;19.22;15.4;15.5;10.2;73.8
Peru;South America;2000;No;29.3;38.2;4.76;elevada;moderada;alta;alta;25;0.19;3304;26.46;1.4;1.4;8;71.1
Mauritania;Africa;2010;No;61.2;95.6;0;moderada;moderada;moderada;moderada;24.6;0.19;1417;3.49;8.7;8.5;3.8;62.5
Kenya;Africa;2004;No;50.8;81;0.69;elevada;baixa;elevada;elevada;22.3;3.45;1160;35.64;8.7;8.6;5.7;53.5
Micronesia Fed Sts;Oceania;2000;No;30.8;37.8;2.23;elevada;moderada;elevada;elevada;28.8;0.17;2895;0.11;0.3;0.3;4.8;64.6
United Kingdom;Rest of Europe;2001;Yes;5.5;6.4;11.31;elevada;elevada;alta;alta;26.4;0.08;39888;59.12;0.7;0.5;11.8;78
Lithuania;European Union;2010;Yes;4.9;6;13.22;alta;alta;alta;alta;26.3;0.08;11107;3.1;2.8;2.8;11.6;73.3
Australia;Oceania;2012;Yes;3.6;4.3;10.03;alta;alta;alta;alta;27;0.05;55255;22.73;0.6;0.6;12.6;82
Barbados;Central America and Caribbean;2005;No;14.4;15.7;7.84;alta;alta;alta;alta;26.9;0.55;16952;0.28;4;4;9.2;77.9
Togo;Africa;2005;No;66.3;103.1;1.84;elevada;moderada;elevada;elevada;22.6;1.78;468;5.61;8.4;8.3;4.2;54.6
Uruguay;South America;2012;No;8.6;10;6.55;alta;alta;alta;alta;26.9;0.24;14541;3.38;1.5;1.5;8.5;77
Thailand;Asia;2012;No;10.6;12.4;7.1;alta;alta;alta;alta;24;0.2;5531;67.84;8;8.1;7.7;75
Georgia;Rest of Europe;2010;No;12.7;14.2;7.72;alta;elevada;elevada;alta;26.8;0.12;3101;3.79;2.6;2.8;12.2;71.5
Jordan;Middle East;2010;No;17.2;20.1;0.46;alta;alta;alta;alta;28.5;0.13;4644;7.26;3.8;3.8;9.8;73.4
Cameroon;Africa;2004;No;79.7;130.6;4.69;elevada;moderada;elevada;elevada;23.5;2.99;1224;17.26;7;7.1;5.1;52.3
Jamaica;Central America and Caribbean;2007;No;16.5;19.2;3.31;alta;elevada;alta;alta;26.5;0.67;5308;2.77;1.9;1.7;8.4;74.1
Bolivia;South America;2006;No;40.8;52.9;3.13;elevada;elevada;elevada;elevada;25.4;0.19;2251;9.4;1.3;1.2;7.3;65.9
Belarus;Rest of Europe;2005;No;6.7;8.7;11.19;alta;alta;alta;alta;26;0.14;3880;9.66;2.3;2.5;9.3;68.9
Malta;European Union;2003;Yes;6.3;7.2;6.54;elevada;moderada;alta;alta;27;0.08;17747;0.4;0.7;0.7;8.5;78.5
Mali;Africa;2003;No;93.3;168.3;0.56;elevada;moderada;moderada;moderada;21.9;0.86;678;11.98;1.3;1.2;1.5;50.4
Vietnam;Asia;2013;No;17.8;22.2;2.68;moderada;moderada;alta;moderada;21.5;0.13;2315;90.75;14.3;14.9;7.9;75
Kenya;Africa;2010;No;39.3;57.4;1.52;alta;baixa;alta;alta;22.8;2.04;1326;42.03;8.2;8;6.1;61
Barbados;Central America and Caribbean;2006;No;14.3;15.6;8.12;elevada;alta;elevada;elevada;27;0.52;17914;0.28;4;3.9;9.2;78
Algeria;Africa;2006;No;27.6;32.1;0.38;elevada;alta;alta;alta;24.7;0.02;3760;33.64;6.1;6;7;73.5
Denmark;European Union;2003;Yes;4.5;5.4;11.53;elevada;elevada;alta;alta;25.1;0.04;49600;5.39;1.2;1;12.8;77.1
Malaysia;Asia;2009;No;6.9;8.1;0.5;alta;alta;alta;alta;24.9;0.18;7809;27.74;8.3;8.2;9.6;74.3
India;Asia;2008;No;49.4;64.6;1.92;baixa;baixa;moderada;elevada;21.2;0.12;1093;1200.67;27;27.9;5.2;65.8
Sao Tome and Principe;Central America and Caribbean;2000;No;54.3;82;5.07;elevada;elevada;elevada;elevada;23.5;1.31;1081;0.14;8;8.1;4.2;61.4
Barbados;Central America and Caribbean;2010;No;13.8;15;8.66;elevada;alta;alta;elevada;27.3;0.38;16784;0.28;3.8;3.8;9.4;78.4
Cameroon;Africa;2003;No;81.7;134;4.6;elevada;moderada;elevada;elevada;23.4;3.26;1175;16.8;7.2;7.3;5.1;51.9
Ukraine;Rest of Europe;2004;No;13;15.1;6.51;alta;alta;alta;alta;25.9;0.44;2065;47.45;2.7;2.8;10.7;68.2
Gabon;Africa;2003;No;50.2;77.8;6.41;elevada;moderada;baixa;baixa;24;3;7647;1.32;7.5;7.4;6.6;57.8
Germany;European Union;2003;Yes;4.1;5;11.92;alta;elevada;alta;alta;26;0.08;34620;82.53;1.1;1.1;12.5;78.4
Sao Tome and Principe;Central America and Caribbean;2005;No;39.3;55.5;5.5;alta;elevada;alta;alta;24;0.62;1206;0.16;7;7;4.5;64.7
Malawi;Africa;2001;No;92.9;160.5;1.3;elevada;moderada;elevada;alta;21.8;8.8;273;11.43;7.9;7.7;3.1;45.2
Solomon Islands;Oceania;2003;No;24.9;29.8;1.2;elevada;moderada;elevada;elevada;25.2;0.17;1706;0.45;1.3;1.3;4.7;68.5
Guinea;Africa;2008;No;77.6;123.3;0.21;moderada;moderada;moderada;moderada;22.5;1.02;696;9.74;8.6;8.6;1.6;55.6
Barbados;Central America and Caribbean;2013;No;13.5;14.6;9.05;alta;elevada;alta;alta;27.5;0.31;16232;0.28;3.8;3.8;10.5;78.6
Spain;European Union;2007;Yes;3.6;4.4;11.05;alta;alta;alta;alta;26.2;0.09;27219;45.23;0.6;0.5;9.1;80.9
St, Lucia;Central America and Caribbean;2007;No;16.4;18.8;12.59;alta;elevada;alta;alta;28.2;0.4;10174;0.17;4.3;4.4;7.7;74.4
Kazakhstan;Asia;2005;No;27.3;31;6.57;alta;alta;alta;alta;25.8;0.07;7155;15.15;2.4;2.5;11.7;65.9
El Salvador;Central America and Caribbean;2002;No;24.7;29.6;2.85;elevada;elevada;elevada;elevada;26.2;0.37;3029;5.96;2;1.9;5.5;69.4
Australia;Oceania;2005;Yes;4.8;5.7;10.3;alta;elevada;alta;alta;26.7;0.05;50333;20.39;0.7;0.6;11.7;80.8
Portugal;European Union;2001;Yes;5.1;6.6;12.63;elevada;moderada;alta;alta;25.6;0.22;19026;10.36;0.8;0.6;6.9;76.8
Eritrea;Africa;2010;No;39;55.1;1.13;alta;elevada;alta;alta;20.5;0.25;654;3.17;8.9;8.8;3.9;62.2
Uzbekistan;Asia;2001;No;48.4;57.4;2.92;alta;alta;alta;alta;24.9;0.02;1313;24.96;3.4;3.3;9.2;67.4
Tajikistan;Asia;2007;No;41.7;48.8;0.54;elevada;alta;elevada;elevada;24.8;0.1;699;7.06;3.8;3.8;10.5;67.4
Canada;North America;2013;Yes;4.8;5.5;8.2;moderada;elevada;alta;alta;26.9;0.1;42846;35.08;0.5;0.5;12.9;81.7
Uganda;Africa;2011;No;47;71.6;8.79;elevada;moderada;elevada;elevada;22;2.89;814;33.48;5.9;5.9;5.4;58.1
Slovenia;European Union;2009;Yes;2.8;3.4;10.52;elevada;alta;alta;alta;26;0.03;20428;2.04;1.7;1.7;12.1;79
Djibouti;Africa;2008;No;65.9;81.2;0.49;elevada;elevada;elevada;elevada;23.8;0.5;1224;0.82;5.7;5.6;3.9;59.1
Antigua and Barbuda;Central America and Caribbean;2005;No;10.6;12.9;7.44;alta;baixa;alta;alta;25.6;0.1;15122;0.08;3.5;3.4;9.1;75
Eswatini;Africa;2003;No;69.8;119.2;5.62;alta;alta;elevada;elevada;25.7;20.22;2662;1.02;8.2;8.4;3.4;43.4
Slovenia;European Union;2000;Yes;4.6;5.5;12.8;elevada;alta;alta;alta;25.4;0.02;16241;1.99;2.2;2.3;11.6;75.4
Estonia;European Union;2013;Yes;2.8;3.6;17.75;alta;alta;alta;alta;26.3;0.08;16553;1.32;1.9;1.9;12.6;77.1
Kyrgyz Republic;Asia;2001;No;40.6;47.4;5.7;moderada;moderada;alta;alta;24.8;0.03;749;4.95;3.6;3.6;9.9;68.7
Mauritius;Africa;2013;No;13.1;15;3.17;alta;elevada;alta;alta;25.1;0.81;8647;1.26;7;7;8.9;74
New Zealand;Oceania;2006;Yes;5.4;6.5;9.36;elevada;elevada;elevada;elevada;27.3;0.03;35625;4.18;0.3;0.3;11.7;80
Ghana;Africa;2007;No;52.1;78;0.67;alta;moderada;alta;alta;23.4;1.15;1240;22.96;7.7;7.6;6.5;59.7
Afghanistan;Asia;2001;No;87.9;125.2;0.02;moderada;baixa;baixa;baixa;21.8;0.02;163;21.61;2.1;2.4;2.2;56.3
Ireland;European Union;2007;Yes;3.9;4.6;13.17;alta;elevada;alta;alta;26.9;0.06;51625;4.4;0.3;0.2;11.9;79.6
Moldova;Rest of Europe;2000;No;26.2;31.5;6.76;alta;alta;alta;alta;25.9;0.23;1338;2.92;3.6;3.7;9;67
Rwanda;Africa;2000;No;109.5;185.2;8.71;alta;elevada;alta;alta;20.9;3.17;345;7.93;7.6;7.7;2.3;48.6
Suriname;South America;2008;No;21.7;24.4;4.82;elevada;baixa;elevada;elevada;26;0.71;8445;0.52;3.5;3.4;7.7;69.9
Gambia;Africa;2007;No;50;83.8;3.19;alta;moderada;alta;alta;23;1.37;686;1.64;8.8;8.7;2.5;58.7
Israel;Middle East;2000;Yes;5.6;6.9;2.58;alta;alta;alta;alta;26.1;0.08;28748;6.29;1.1;1.1;12;79
Solomon Islands;Oceania;2004;No;24.7;29.6;1.21;elevada;moderada;elevada;alta;25.3;0.17;1774;0.46;1.3;1.3;4.8;68.8
